Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
is-number,7.0.0; 3.0.0,72,MIT,"Returns true if a number or string value is a finite number. Useful for regex matches, parsing, user input, etc.",https://github.com/jonschlinkert/is-number,git+https://github.com/jonschlinkert/is-number.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/airtime-lite, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/backend/ts/dj, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/js-build, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/pathkit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/metrics-collector/metrics-collector""
is-number-object,1.1.1; 1.0.7; 1.0.6; 1.0.4,22,MIT,"Is this value a JS Number object? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-number-object#readme,git://github.com/inspect-js/is-number-object.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
is-obj,2.0.0; 1.0.1,13,MIT,"Check if a value is an object",https://github.com/sindresorhus/is-obj#readme,git+https://github.com/sindresorhus/is-obj.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
is-object,1.0.2; 1.0.1,4,MIT,"Checks whether a value is an object",https://github.com/inspect-js/is-object,git://github.com/inspect-js/is-object.git,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website""
is-observable,1.1.0,1,MIT,"Check if a value is an Observable",https://github.com/sindresorhus/is-observable#readme,git+https://github.com/sindresorhus/is-observable.git,Yes,""cloned-repos/airtimemedia/reconnecting-websocket""
is-path-cwd,2.2.0; 1.0.0,4,MIT,"Check if a path is the current working directory",https://github.com/sindresorhus/is-path-cwd#readme,git+https://github.com/sindresorhus/is-path-cwd.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/reconnecting-websocket""
is-path-in-cwd,2.1.0; 1.0.1,4,MIT,"Check if a path is in the current working directory",https://github.com/sindresorhus/is-path-in-cwd#readme,git+https://github.com/sindresorhus/is-path-in-cwd.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/reconnecting-websocket""
is-path-inside,3.0.3; 2.1.0; 1.0.1,35,MIT,"Check if a path is inside another path",https://github.com/sindresorhus/is-path-inside#readme,git+https://github.com/sindresorhus/is-path-inside.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend/ts/dj, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/js-build, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite""
is-plain-obj,3.0.0; 2.1.0; 1.1.0,42,MIT,"Check if a value is a plain object",https://github.com/sindresorhus/is-plain-obj#readme,git+https://github.com/sindresorhus/is-plain-obj.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/metrics-collector/metrics-collector""
is-plain-object,5.0.0; 3.0.1; 2.0.4,14,MIT,"Returns true if an object was created by the `Object` constructor, or Object.create(null).",https://github.com/jonschlinkert/is-plain-object,https://github.com/jonschlinkert/is-plain-object.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda""
is-podman,1.0.1,1,MIT,"Check if the process is running inside a Podman container",https://github.com/rohan-av/is-podman#readme,git+https://github.com/rohan-av/is-podman.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation""
is-potential-custom-element-name,1.0.1,5,MIT,"Check whether a given string matches the `PotentialCustomElementName` production as defined in the HTML Standard.",https://github.com/mathiasbynens/is-potential-custom-element-name,git+https://github.com/mathiasbynens/is-potential-custom-element-name.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
is-promise,4.0.0; 2.2.2; 2.1.0,9,MIT,"Test whether an object looks like a promises-a+ promise",https://github.com/then/is-promise#readme,git+https://github.com/then/is-promise.git,No,""cloned-repos/airtimemedia/airtime-lite, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/yoda""
is-property,1.0.2,4,MIT,"Tests if a JSON property can be accessed using . syntax",https://github.com/mikolalysenko/is-property,git://github.com/mikolalysenko/is-property.git,No,""cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/stormtrooper-emails""
is-redirect,1.0.0,6,MIT,"Check if a number is a redirect HTTP status code",https://github.com/sindresorhus/is-redirect,https://github.com/sindresorhus/is-redirect,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket""
is-regex,1.2.1; 1.1.4; 1.1.2; 1.1.1; 1.0.5; 1.0.4,36,MIT,"Is this value a JS regex? Works cross-realm/iframe, and despite ES6 @@toStringTag",https://github.com/inspect-js/is-regex,git://github.com/inspect-js/is-regex.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite""
is-regexp,1.0.0,5,MIT,"Check whether a variable is a regular expression",https://github.com/sindresorhus/is-regexp,git://github.com/sindresorhus/is-regexp,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
is-relative,1.0.0,1,MIT,"Returns `true` if the path appears to be relative.",https://github.com/jonschlinkert/is-relative,git+https://github.com/jonschlinkert/is-relative.git,Yes,""cloned-repos/airtimemedia/empire""
is-resolvable,1.1.0,2,ISC,"Check if a module ID is resolvable with require()",https://github.com/shinnn/is-resolvable#readme,git+https://github.com/shinnn/is-resolvable.git,Yes,""cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu""
is-retry-allowed,2.2.0; 1.2.0; 1.1.0,12,MIT,"Check whether a request can be retried based on the `error.code`",https://github.com/sindresorhus/is-retry-allowed#readme,git+https://github.com/sindresorhus/is-retry-allowed.git,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/lambdas/common-layer/nodejs, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/the-force""
is-root,2.1.0,3,MIT,"Check if the process is running as root user, for example, one started with `sudo`",https://github.com/sindresorhus/is-root#readme,git+https://github.com/sindresorhus/is-root.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/transcription-demo""
is-running,2.1.0,1,BSD,"Test if a process with a given pid is running",https://github.com/nisaacson/is-running#readme,git://github.com/nisaacson/is-running.git,Yes,""cloned-repos/airtimemedia/the-force""
is-set,2.0.3; 2.0.2; 2.0.1,11,MIT,"Is this value a JS Set? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-set#readme,git+https://github.com/inspect-js/is-set.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
is-shared-array-buffer,1.0.4; 1.0.3; 1.0.2; 1.0.1,21,MIT,"Is this value a JS SharedArrayBuffer?",https://github.com/inspect-js/is-shared-array-buffer#readme,git+https://github.com/inspect-js/is-shared-array-buffer.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
is-ssh,1.3.2,1,MIT,"Check if an input value is a ssh url or not.",https://github.com/IonicaBizau/node-is-ssh,git+ssh://git@github.com/IonicaBizau/node-is-ssh.git,No,""cloned-repos/airtimemedia/grogu""
is-stream,3.0.0; 2.0.1; 2.0.0; 1.1.0,52,MIT,"Check if something is a Node.js stream",https://github.com/sindresorhus/is-stream#readme,git+https://github.com/sindresorhus/is-stream.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/grpc/examples/node, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/kafka-poc/nodejs, cloned-repos/airtimemedia/kafka-poc/nodejs-v2, cloned-repos/airtimemedia/kafka-poc/nodejs-v3, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
is-string,1.1.1; 1.0.7; 1.0.5,23,MIT,"Is this value a JS String object or primitive? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-string#readme,git://github.com/inspect-js/is-string.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
is-svg,3.0.0,1,MIT,"Check if a string or buffer is SVG",https://github.com/sindresorhus/is-svg#readme,git+https://github.com/sindresorhus/is-svg.git,No,""cloned-repos/airtimemedia/grogu""
is-symbol,1.1.1; 1.0.4; 1.0.3; 1.0.2; 1.0.1,28,MIT,"Determine if a value is an ES6 Symbol or not.",https://github.com/inspect-js/is-symbol#readme,git://github.com/inspect-js/is-symbol.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
is-tar,1.0.0,1,MIT,"Check if a Buffer/Uint8Array is a TAR file",https://github.com/kevva/is-tar,https://github.com/kevva/is-tar,No,""cloned-repos/airtimemedia/the-force""
